"Dataset_ID","Longitude","Latitude","Percentage"
307,-67.4,55.25,0.395348837209302
308,-70.68,45.56,0.627906976744186
309,-74.6833,43.91667,0.581395348837209
311,-70.35,54.36,0.348837209302326
312,-81.73,43.22,0.325581395348837
314,-93.5451,44.95769,0.0465116279069767
315,-82.0625,40.68056,0.186046511627907
316,-79.6164,38.15472,0.651162790697674
317,28.40721,70.18109,0.558139534883721
318,-110.261,44.29861,0.674418604651163
321,-82.9333,40.79722,0.395348837209302
324,-73.5618,42.60379,0.465116279069767
328,-86.5333,33.5,0.372093023255814
329,-73.8681,45.96111,0.558139534883721
330,-65.9333,-17.5667,0.116279069767442
331,-84.99,30.28,0.651162790697674
332,-88.02,46.67,0.534883720930233
335,151.8333,59.55,0.186046511627907
336,-73.8689,45.95833,0.558139534883721
337,-71.2358,47.63972,0.255813953488372
339,-64.94,48.19778,0.604651162790698
340,-68.7734,44.93672,0.325581395348837
341,-63.25,55.66667,0.348837209302326
342,7.694444,44.15,0.651162790697674
343,-120.881,45.91806,0.674418604651163
345,-84.68,40.21,0.255813953488372
346,-72.9986,46.61389,0.534883720930233
350,-72,-40,0.604651162790698
351,-78.0333,-0.03333,0.27906976744186
352,-93.2,45.41,0.674418604651163
354,129.3779,61.97684,0.651162790697674
355,-68.15,-16.3667,0.372093023255814
356,-68.15,-16.3667,0.534883720930233
357,-99,19.5,0.720930232558139
361,-60.675,45.65139,0.209302325581395
363,26.43333,53.41667,0.697674418604651
364,134.4333,43.18333,0.558139534883721
365,66.5,60,0.511627906976744
369,-83.2411,43.12389,0.534883720930233
374,3.816667,49.61667,0.325581395348837
375,-88.3244,40.67587,0.651162790697674
381,-122.167,59.51667,0.465116279069767
488,-71.233333,-54.2,0.511627906976744
489,-93.4297,43.12507,0.604651162790698
490,-86.5446,41.63854,0.697674418604651
492,-78.9534,33.7989,1
493,-107.933,50.87361,0.372093023255814
495,-68.5,-16.25,0.0930232558139535
496,-66.78,53.91,0.372093023255814
497,-93.27,42.02,0.790697674418605
501,-56.1964,50.03417,0.581395348837209
506,-107.083,38.87213,0.790697674418605
507,-115.317,67.83333,0.209302325581395
509,-69.1,-15.2167,0.162790697674419
510,-73.3419,45.96083,0.302325581395349
513,-99.9081,44.83544,0.488372093023256
514,-106.411,38.82873,0.465116279069767
516,-78.1,44.1,0.720930232558139
517,-112.149,36.52986,0.441860465116279
518,-80.2833,38.2,0.604651162790698
519,-81.26,49.19,0.604651162790698
523,-77.55,39.96667,0.697674418604651
524,-90.0833,52.11667,0.0697674418604651
525,-116.42,51.65,0.651162790697674
527,-146.46,68.33,0.604651162790698
530,19.19083,46.47722,0.0697674418604651
531,26.01667,50.26667,0.488372093023256
532,-84.95,44.72,0.465116279069767
534,-111.183,44.125,0.325581395348837
535,-70.6667,-38.5833,0.0930232558139535
536,-72.6333,-51.5833,0.162790697674419
537,-68.0417,-16.35,0.465116279069767
538,-89.3467,48.4075,0.27906976744186
539,-91.09,36.79913,0.837209302325581
540,-47.8559,-0.76553,0.13953488372093
543,-110.6,44.65,0.511627906976744
547,-66.6833,0.266667,0.348837209302326
549,-69.4,54.88333,0.348837209302326
550,-122.25,46.59167,0.604651162790698
672,-80.3674,43.24126,0.604651162790698
673,-71.8333,44.03333,0.604651162790698
675,-69.92,54.41,0.302325581395349
677,-69.9297,54.42361,0.348837209302326
678,-118.7,62.05,0.488372093023256
679,-85,43.48,0.651162790697674
682,124.1167,57.03333,0.604651162790698
684,-89.7321,43.4178,0.720930232558139
688,-69.95,60.99,0.348837209302326
691,-66.125,48.91083,0.627906976744186
693,-119.083,37,0.232558139534884
699,-76.45,36.58333,0.488372093023256
701,-110.23,43.95,0.372093023255814
715,-178.842,67.75673,0.0930232558139535
719,-107.051,40.02417,0.581395348837209
720,31.02587,70.32584,0.534883720930233
723,28.25,48.75,0.27906976744186
772,-70.0005,41.9327,0.627906976744186
773,-70.35,45.85,0.441860465116279
776,-71.6667,44.16667,0.418604651162791
777,-58.55,53.23333,0.511627906976744
778,-112.09,57.75,0.651162790697674
782,-62.15,46.40833,0.465116279069767
784,21.9525,40.81806,0.581395348837209
785,-80.25,44.36,0.767441860465116
788,60.73,51.79,0.674418604651163
790,-105.58,39.93667,0.441860465116279
791,172.0833,67.41667,0.0697674418604651
792,149,62.08333,0.86046511627907
796,-110.31,44.07,0.581395348837209
799,172.1667,67.43333,0.13953488372093
801,166,68.25,0.186046511627907
802,-100.951,61.24444,0.232558139534884
803,-100.917,61.16667,0.348837209302326
804,78.33333,59,0.581395348837209
805,-82.76,41.92,0.720930232558139
808,-123.682,48.35194,0.651162790697674
811,-156.07,68.12,0.325581395348837
813,-81.3348,41.19616,0.627906976744186
816,-119.833,37,0.418604651162791
818,-110.433,43.96667,0.395348837209302
820,-71.7169,58.86694,0.302325581395349
821,-72.9828,45.28278,0.395348837209302
823,-79.39,45.41,0.604651162790698
828,-95.8083,34.40556,0.232558139534884
829,-121.42,56.25,0.395348837209302
834,-101.682,54.74222,0.488372093023256
835,-107.467,44.55,0.395348837209302
841,-109.939,43.47121,0.395348837209302
843,-109.95,43.43889,0.465116279069767
847,-83.61,42.33,0.465116279069767
849,-93.7445,49.58596,0.651162790697674
850,-94.4207,44.94577,0.209302325581395
852,-71.58,41.16,0.604651162790698
853,-111.67,38.61,0.441860465116279
856,-84.93,48.22,0.465116279069767
857,-73.4758,46.27583,0.488372093023256
858,40.26667,43.28333,0.511627906976744
860,-87.73,44.05,0.767441860465116
866,147.65,63.38333,0.232558139534884
867,31.83333,49.66667,0.348837209302326
871,-74.3708,45.94583,0.651162790697674
872,-50.2167,-24.6667,0.627906976744186
873,-75.0932,41.37709,0.0465116279069767
876,83.33333,55,0.534883720930233
878,-99.2897,49.448,0.674418604651163
880,149.9167,59.75,0.0465116279069767
966,-122.042,43.65,0.348837209302326
968,152.26,61.11,0.209302325581395
969,-86.1342,31.72111,0.27906976744186
971,-69.32,44.99,0.720930232558139
973,-77.36,45.19,0.674418604651163
974,-98.25,53,0.348837209302326
976,-67.0667,52.25,0.372093023255814
977,8.689085,63.70291,0.581395348837209
978,-62.6333,55.03333,0.372093023255814
982,-85.13,44.88,0.651162790697674
986,-79.47,43.64,0.186046511627907
987,-55.5315,50.76671,0.465116279069767
997,137.0833,50.06667,0.581395348837209
998,175,63.16667,0.488372093023256
999,-78.9972,37.98472,0.744186046511628
1000,-105.884,50.32056,0.0930232558139535
1001,-129.017,60.03333,0.581395348837209
1002,-80.41,43.24,0.627906976744186
1003,-138.383,68.38333,0.883720930232558
1006,-146.908,64.44444,0.627906976744186
1008,-66.95,52.93333,0.372093023255814
1013,-109.43,34,0.302325581395349
1024,-155.05,67.93333,0.604651162790698
1028,-63.0333,58.2,0.348837209302326
1030,-110.6,43.75,0.930232558139535
1033,-73.3,45.98889,0.372093023255814
1104,-144.658,63.94,0.581395348837209
1105,-76.6,44.51667,0.604651162790698
1107,-138.4,64.63333,0.534883720930233
1111,-94.1333,46.55,0.209302325581395
1114,-87.0722,41.65,0.209302325581395
1133,-86.55,41.72,0.720930232558139
1135,-79.48,43.64,0.232558139534884
1136,-79.49,43.64,0.232558139534884
1137,-79.5,43.65,0.186046511627907
1139,-58.965,48.61861,0.162790697674419
1141,86,67.66667,0.27906976744186
1142,-66.0833,66.135,0.511627906976744
1144,142.1667,47.96667,0.0697674418604651
1147,-90.45,50.91667,0.186046511627907
1148,-122.575,44.63333,0.697674418604651
1149,-77.05,44.48333,0.488372093023256
1152,-107.033,38.865,0.441860465116279
1153,-93.6436,47.13556,0.581395348837209
1154,-45.5333,-22.7833,0.558139534883721
1155,38.76667,56.81667,0.372093023255814
1156,141.9667,48.81667,0.116279069767442
1157,-81.7667,47.31667,0.627906976744186
1158,149.5398,62.07229,0.465116279069767
1160,-85.7246,37.43255,0.27906976744186
1161,179.6236,70.89417,0.348837209302326
1162,-110.833,34.33333,0.186046511627907
1171,-80.2,50.22,0.186046511627907
1254,-70.9328,46.93278,0.348837209302326
1255,-93.7,42.26,0.674418604651163
1390,-157.217,66.76667,0.651162790697674
1391,-58.24,48.24,0.697674418604651
1393,-71.1628,47.25778,0.441860465116279
1397,-73.3028,45.99194,0.302325581395349
1432,-161.44,68.14,0.348837209302326
1434,27.41146,58.19142,0.441860465116279
1435,15.97089,49.72651,0.465116279069767
1437,-76.6439,54.02778,0.395348837209302
1438,14.53458,57.64055,0.651162790697674
1439,70.22,53.03,0.302325581395349
1440,32.61667,46.51667,0.441860465116279
1441,85,70,0.325581395348837
1442,83,55,0.209302325581395
1443,-69.1833,-14.8,0.395348837209302
1444,81,55,0.325581395348837
1445,-127.6,64.16,0.674418604651163
1447,-90.35,45.3,0.302325581395349
1448,-87.85,44.24,0.790697674418605
1451,-71.39,48.32,0.418604651162791
1520,-93.1226,44.77085,0.627906976744186
1522,27.25128,57.68291,0.720930232558139
1523,-121.62,48.24,0.674418604651163
1524,-87.455,45.66667,0.418604651162791
1541,-156.46,66.98,0.511627906976744
1542,147.75,63.28333,0.209302325581395
1543,69,57.5,0.441860465116279
1549,70.38044,52.96222,0.209302325581395
1551,-179,66,0.162790697674419
1553,143.375,64.98333,0.116279069767442
1559,156.25,71.06667,0.13953488372093
1562,156.75,70.66667,0.0697674418604651
1563,156.375,69.96667,0.0930232558139535
1564,-91.81,47.34,0.511627906976744
1568,-75.2913,41.38215,0.0465116279069767
1569,-70.29,46.72,0.604651162790698
1571,-79.11,47.28,0.511627906976744
1572,-66.08,44.27,0.209302325581395
1574,-84.76,41.42,0.651162790697674
1577,-6.13878,43.04169,0.813953488372093
1578,-71.5167,-41.0583,0.651162790697674
1579,-71.15,-16.4,0.0930232558139535
1580,-84.32,45.59,0.488372093023256
1581,-84.79,45.05,0.186046511627907
1582,-50.4667,67.05,0.27906976744186
1587,-73.5167,55.00917,0.372093023255814
1590,-74.5833,49.68333,0.418604651162791
1591,-75.1,56.28333,0.348837209302326
1592,-74.9465,56.02464,0.325581395348837
1594,-75.2489,55.11083,0.325581395348837
1595,-75.2833,56.1,0.348837209302326
1598,-75.6167,57.91667,0.348837209302326
1599,-75.25,58.58333,0.372093023255814
1601,-75.245,58.57833,0.302325581395349
1603,-75.15,58.14167,0.255813953488372
1604,-98.5389,73.59139,0.116279069767442
1606,-80.6983,46.82833,0.558139534883721
1607,-81.3167,48.4,0.511627906976744
1610,-67.8333,-53.5,0.534883720930233
1611,-55.55,51.57333,0.13953488372093
1615,-73.2169,46,0.302325581395349
1617,-135.514,65.94222,0.976744186046512
1621,-42.2115,-17.9479,0.534883720930233
1622,-55.473,49.47133,0.465116279069767
1623,171.1833,64.1,0.0697674418604651
1626,-65.81,49.21,0.441860465116279
1628,151.8667,59.58333,0.558139534883721
1630,149.4293,-35.0897,0.0930232558139535
1631,-76.5946,-10.7836,0.465116279069767
1632,-135.39,59.2,0.581395348837209
1633,-92.8239,45.04816,0.534883720930233
1635,-110.33,43.77,0.441860465116279
1637,-110.317,43.76667,0.395348837209302
1639,-93.6005,47.286,0.558139534883721
1642,-123.584,44.16658,0.604651162790698
1646,-75.2167,-11.7833,0.418604651162791
1647,-76.1667,-11,0.674418604651163
1648,-81.3509,27.20731,0.348837209302326
1650,-56.431,52.44715,0.511627906976744
1651,-63.9366,44.6682,0.255813953488372
1654,-76.3565,-11.5775,0.209302325581395
1655,-78.7167,43.16667,0.186046511627907
1656,-112.481,54.72528,0.651162790697674
1657,-119.717,56.71667,0.604651162790698
1658,-71.7011,44.14,0.372093023255814
1659,-101.24,62.6,0.302325581395349
1661,-75.6697,40.49095,0.27906976744186
1663,-68.2,45.04,0.627906976744186
1664,-171.7,65.5,0.232558139534884
1666,-110.484,47.63516,0.511627906976744
1667,-71.25,44.25,0.627906976744186
1670,-131.764,52.94643,0.534883720930233
1671,-80.4156,26.48111,0.0930232558139535
1674,-75.25,-11.75,0.302325581395349
1679,-75,-11.6667,0.767441860465116
1680,78.5,61,0.395348837209302
1683,145.6861,-17.3659,0.186046511627907
1684,-101.042,56.84167,0.348837209302326
1687,120.9667,64.83333,0.348837209302326
1691,-70.9764,47.59722,0.348837209302326
1694,-71.5833,-41.3333,0.697674418604651
1695,151.6167,60.88333,0.162790697674419
1698,-68.73,45.04,0.488372093023256
1701,-80.6597,43.225,0.697674418604651
1703,-71.4,47.05,0.604651162790698
1704,-133.467,68.26667,0.581395348837209
1705,-122.547,49.30833,0.697674418604651
1707,-110.24,44.15,0.348837209302326
1709,-64.83,56.78,0.372093023255814
1711,-71.4667,-41.25,0.534883720930233
1715,-73.0306,46.72639,0.465116279069767
1716,-72.8378,46.78778,0.488372093023256
1718,-66.0708,45.30278,0.232558139534884
1719,-80.09,45.05,0.488372093023256
1724,-110.583,64.13333,0.232558139534884
1725,-84.952,46.42694,0.0465116279069767
1732,-97.3501,44.98419,0.162790697674419
1733,-126.13,65.21,0.511627906976744
1735,-89.4167,43.1,0.534883720930233
1736,142.9167,46.61667,0.441860465116279
1754,-70.3758,47.49694,0.558139534883721
1755,-155.033,66.91667,0.906976744186046
1758,-70.8333,8.916667,0.651162790697674
1762,-107.698,37.73778,0.488372093023256
1763,-69.3,43.76667,0.418604651162791
1766,-111.752,34.6492,0.627906976744186
1768,-98.1598,46.85592,0.651162790697674
1769,-58.05,52.26667,0.465116279069767
1770,-94.25,51.38333,0.465116279069767
1771,-73,-50.4667,0.534883720930233
1772,-122.118,48.76917,0.558139534883721
1773,-68.6392,44.6275,0.372093023255814
1776,-81.866,29.29993,0.418604651162791
1778,-94.7554,46.85894,0.186046511627907
1780,-141.967,60.03333,0.534883720930233
1782,-95.5133,39.53,0.465116279069767
1783,-122.667,71.78333,0.162790697674419
1786,-93.3853,47.98261,0.604651162790698
1788,-128.8,63.01667,0.325581395348837
1789,-95.3861,34.66333,0.116279069767442
1791,-71.65,57.65,0.255813953488372
1794,-92.6866,46.40707,0.116279069767442
1795,-71.0833,-16.2167,0.116279069767442
1796,-83.8333,40.54583,0.325581395348837
1802,31.6,31.3,0.0465116279069767
1803,31.71667,31.10833,0.0465116279069767
1804,31.86667,31.125,0.0465116279069767
1806,-160.433,67.86667,0.674418604651163
1807,-81.5,46.6,0.581395348837209
1809,142.0167,49.16667,0.0930232558139535
1810,77,61.25,0.465116279069767
1814,-70.2083,41.28333,0.604651162790698
1815,-89.9167,35.08333,0.186046511627907
1817,-73.0534,42.65171,0.604651162790698
1820,-79.45,45.21,0.534883720930233
1824,-95.16,43.38,0.790697674418605
1826,-89.8333,37.11667,0.325581395348837
1829,-89.3239,48.42222,0.627906976744186
1831,-94.408,46.34159,0.0930232558139535
1836,138.4833,48.23333,0.209302325581395
1837,138.4833,48.23333,0.162790697674419
1841,-68.9439,47.53278,0.627906976744186
1842,138.4,48.21667,0.13953488372093
1843,134.5667,43.25,0.186046511627907
1844,134.5667,43.25,0.162790697674419
1845,80.46667,50.41667,0.627906976744186
1847,-79.48,43.62,0.0465116279069767
1849,-57.75,53.05,0.255813953488372
1852,-109.959,43.46806,0.255813953488372
1854,-109.941,43.45,0.372093023255814
1856,-109.92,43.45917,0.534883720930233
1857,-81.75,43.18,0.511627906976744
1859,-71.45,41.51,0.0697674418604651
1860,75.39858,49.36771,0.558139534883721
1862,-88.74,48.56,0.558139534883721
1864,-64.68,56.67,0.325581395348837
1866,-101.583,19.58333,0.302325581395349
1868,-78.34,44.1,0.27906976744186
1879,-79.82,43.33,0.13953488372093
1880,-74.4167,-49.1333,0.488372093023256
1882,-142.067,67.2,0.581395348837209
1883,-92,49.48,0.465116279069767
1885,165.4167,62.41667,0.232558139534884
1886,150.6167,59.85,0.232558139534884
1888,-100.899,51.65139,0.302325581395349
1889,132.1167,43.3,0.13953488372093
1890,-66.29,50.56,0.418604651162791
1891,-95.3167,46.96667,0.186046511627907
1892,-48.8667,-26.4167,0.13953488372093
1894,-70.8333,9.166667,0.0697674418604651
1897,-93.9,42.16,0.581395348837209
1904,-75.81,45.47,0.627906976744186
1906,-124.2,48.6,0.767441860465116
1958,-72.905,-40.9525,0.13953488372093
1961,-70.35,44.03333,0.651162790697674
1964,-123.833,48.90725,0.697674418604651
1965,-79.78,44.93,0.558139534883721
1966,-94.113,47.081,0.581395348837209
1967,-87.2225,41.57611,0.232558139534884
1968,-64.075,46.67361,0.581395348837209
1969,130.8,42.63333,0.372093023255814
1970,-111.696,37.93746,0.302325581395349
1972,-80.1333,37.6,0.395348837209302
1974,-90.5833,36.6,0.581395348837209
1976,-71.1833,-40.6667,0.116279069767442
1979,151.7167,61.03333,0.627906976744186
1980,-78.4667,42.62222,0.558139534883721
1981,-64.8,47.075,0.604651162790698
1982,-76.22,38.02694,0.162790697674419
1984,-76.3097,38.33333,0.0697674418604651
1986,79.73333,66.7,0.27906976744186
1987,-162.21,63.5,0.697674418604651
2001,-84.89,40.67,0.441860465116279
2004,-110.567,64.11667,0.372093023255814
2005,-89.8167,16.91667,0.348837209302326
2006,-84.87,34.33,0.325581395348837
2007,-81.9667,41,0.418604651162791
2011,-88.1,43.4,0.651162790697674
2013,-72.0669,58.23278,0.232558139534884
2015,-71.95,58.21694,0.232558139534884
2016,-72.0669,58.23278,0.13953488372093
2022,-126.414,65.23603,0.186046511627907
2023,-76.1,45.6,0.627906976744186
2025,-153.637,67.13883,0.418604651162791
2026,-109.194,42.72889,0.837209302325581
2028,-92.7,49.35,0.325581395348837
2030,-93.1667,32.46667,0.13953488372093
2045,-149.8,67.41667,0.744186046511628
2047,-155.033,67.68333,0.325581395348837
2048,-71.33,45.67,0.511627906976744
2049,-105.54,40.08,0.558139534883721
2050,-152.6,67.25,0.627906976744186
2053,-95.2842,46.21194,0.604651162790698
2054,-132.167,69.11667,0.418604651162791
2061,-76.3947,38.88639,0.116279069767442
2063,-85.7417,39.95361,0.209302325581395
2065,-101.54,48.00942,0.511627906976744
2068,-84.5583,54.30556,0.488372093023256
2069,-68.1333,-16.4333,0.232558139534884
2262,-55.53,51.6,0.348837209302326
2265,-65.2669,48.05194,0.674418604651163
2266,-58.81,48.26,0.627906976744186
2267,-64.8167,56.76667,0.255813953488372
2268,149.5,62.16667,0.255813953488372
2270,-72.2992,41.3525,0.86046511627907
2286,-73.33,45.97,0.465116279069767
2287,-79.44,44.18,0.325581395348837
2289,-77.92,41.9,0.604651162790698
2290,-93.6,46.58333,0.348837209302326
2292,-69.49,43.92,0.697674418604651
2293,-81,43.5,0.395348837209302
2297,-95.2833,73.13333,0.162790697674419
2303,-95.0754,72.58636,0.255813953488372
2311,-154.24,67.07,0.651162790697674
2312,29.61667,-3.43333,0.790697674418605
2314,-93.859,44.87083,0.418604651162791
2317,131.3667,42.83333,0.186046511627907
2318,-85.1792,46.13194,0.418604651162791
2319,-66.21,51.39,0.186046511627907
2323,-68.8833,-18.1667,0.162790697674419
2324,-147.85,67.43333,0.255813953488372
2326,-69.75,-35.3333,0.255813953488372
2327,-46.7667,-19,0.697674418604651
2328,-69.3333,-32.25,0.302325581395349
2332,-72.9789,46.65417,0.511627906976744
2335,-6.73333,42.1,0.790697674418605
2338,-117.858,33.65833,0.395348837209302
2341,-82.32,42.98,0.325581395348837
2342,-74.37,46.06,0.581395348837209
2343,-74.38,46.17,0.627906976744186
2347,-55.6125,46.91944,0.116279069767442
2348,-131.907,54.41667,0.348837209302326
2351,-151.417,67.58333,0.604651162790698
2352,-145.18,68.25,0.651162790697674
2355,-87.53,44.45,0.325581395348837
2362,135.05,53.21667,0.395348837209302
2363,135.0333,53.21667,0.27906976744186
2364,135.0667,53.21667,0.13953488372093
2367,-67.13,50.14,0.395348837209302
2368,142.0833,49.23333,0.325581395348837
2369,142.0833,49.23333,0.116279069767442
2373,-72.1469,48.29389,0.581395348837209
2377,-64.1833,45.01667,0.511627906976744
2378,-72.5847,45.35889,0.558139534883721
2381,-107.012,44.2697,0.744186046511628
2382,-81.42,45.15,0.534883720930233
2384,-63.64,44.56,0.651162790697674
2385,-83.8125,40.35434,0.674418604651163
2388,137.8333,46.13333,0.0930232558139535
2391,-70.34,43.96,0.674418604651163
2393,-91.5667,49.93333,0.372093023255814
2395,-90.1333,20.86667,0.395348837209302
2396,-90.1333,20.86667,0.116279069767442
2476,-133.583,69.28333,0.697674418604651
2576,-110.35,44.93333,0.581395348837209
2578,-82.4458,40.20556,0.0465116279069767
2579,141.1036,64.76651,0.883720930232558
2580,-119.97,57.16,0.488372093023256
2583,149.5,62.16667,0.418604651162791
2586,-86.9583,46.47,0.627906976744186
2587,-107.069,38.83278,0.441860465116279
2588,-107.078,38.83164,0.534883720930233
2590,-119.583,55.51139,0.651162790697674
2591,-76.35,41.68,0.744186046511628
2593,-74.1833,41.23687,0.813953488372093
2594,-49.55,-28.55,0.441860465116279
2596,159.5,68.66667,0.162790697674419
2598,-82.94,39.67,0.209302325581395
2603,-58.9169,53.92276,0.395348837209302
2609,-84.6894,40.21667,0.627906976744186
2611,-137.958,60.95,0.651162790697674
2612,80.25,55,0.0930232558139535
2614,123.85,57.05,0.441860465116279
2615,-122.562,49.31969,0.627906976744186
2617,-74.0378,41.39139,0.906976744186046
2618,79.45742,74.5209,0.162790697674419
2619,-119.83,37.95,0.744186046511628
2620,-102.499,41.72106,0.465116279069767
2622,-132.017,67.65,0.581395348837209
2623,-74.4833,40.4,0.465116279069767
2624,-91.45,44.15,0.255813953488372
2625,-146.063,63.02944,0.27906976744186
2626,-75.2638,41.03888,0.86046511627907
2627,151.2,59.66667,0.0697674418604651
2629,-70.0583,41.275,0.534883720930233
2631,-123.907,46.10056,0.232558139534884
2635,-74.0333,-48.7333,0.0697674418604651
2637,-145.55,63.12,0.651162790697674
2642,-143.15,66.56,0.813953488372093
2643,132.7833,42.83333,0.348837209302326
2644,-119.258,37.90833,0.511627906976744
2645,-71.0333,41.95,0.627906976744186
2646,-110.792,63.06667,0.209302325581395
2647,-114.599,50.81531,0.558139534883721
2649,84,55,0.604651162790698
2650,84,56.16667,0.372093023255814
2651,-77.18,44.85,0.674418604651163
2652,-118.367,52.73333,0.325581395348837
2654,-73.32,45.55,0.627906976744186
2660,152.3333,61.01667,0.116279069767442
2661,-133.451,69.04938,0.767441860465116
2663,-81.5034,27.58613,1
2665,-67.7833,-23.3167,0.209302325581395
2669,-67.5,55.01667,0.348837209302326
2671,-65.7628,49.15778,0.465116279069767
2673,-84.2106,35.58472,0.0930232558139535
2880,-108.103,37.46906,0.558139534883721
2882,-135.656,66.05,0.186046511627907
2884,135.5833,67.83333,0.162790697674419
2888,-95.31,46.19,0.325581395348837
2890,-84.2583,47.30833,0.604651162790698
2892,-68.8933,46.09012,0.441860465116279
2899,-71.0485,-36.8581,0.488372093023256
2901,-70.7917,8.808333,0.255813953488372
2902,-74.3708,44.30861,0.0697674418604651
2903,-79.38,44,0.581395348837209
2904,147.75,63.28333,0.302325581395349
2905,138.5833,47.11667,0.0697674418604651
2906,138.5833,47.03333,0.13953488372093
2907,138.5833,47.11667,0.13953488372093
2919,-88.1848,42.35154,0.627906976744186
2920,132.75,42.9,0.186046511627907
2922,-124.002,48.52917,0.720930232558139
2925,-117.083,52.78333,0.418604651162791
2943,-80.3706,26.35972,0.13953488372093
2944,-80.4114,26.2875,0.116279069767442
2948,-94.95,46.95,0.186046511627907
2949,-77.4333,45.03333,0.255813953488372
2951,-57.3,51.51667,0.255813953488372
2953,-124.844,48.67222,0.767441860465116
2954,-151.29,64.35,0.604651162790698
2955,-117.217,52.24167,0.511627906976744
2956,-92.7808,46.32431,0.186046511627907
2959,-71.13,41.97,0.790697674418605
2960,-78.9339,42.56111,0.0465116279069767
2961,-85.3833,42.4,0.720930232558139
2962,-114.15,59.25,0.302325581395349
3029,-94.1167,46.11667,0.465116279069767
3031,-93.5728,45.00502,0.627906976744186
3032,-85.6611,46.42917,0.511627906976744
3033,-150.88,63.47,0.651162790697674
3035,-90.08,45.34,0.744186046511628
3039,-119.625,37.725,0.0930232558139535
3040,-179.75,71.16667,0.162790697674419
3041,-80.4,43.9,0.558139534883721
3042,-80.4,43.91,0.674418604651163
3043,147.3006,-42.5436,0.395348837209302
3046,-79.64,48.51,0.511627906976744
3047,-87.9425,46.75493,0.302325581395349
3048,-119.483,56.76667,0.0697674418604651
3050,-93.87,43.03,0.697674418604651
3051,-78.64,45.55,0.465116279069767
3054,-105.741,37.71109,0.348837209302326
3056,-105.514,37.56953,0.534883720930233
3058,-67.3317,45.25397,0.720930232558139
3060,-110.867,37.36667,0.348837209302326
3074,-47.85,-0.76667,0.418604651162791
3078,147.9833,62.66667,0.186046511627907
3080,147.9833,62.66667,0.0697674418604651
3081,-89.1669,43.91694,0.767441860465116
3125,-99.6584,50.69095,0.627906976744186
3126,-95.8083,34.40556,0.325581395348837
3130,-73.9696,44.18236,0.325581395348837
3132,-97.6083,29.58333,0.627906976744186
3138,-92.7169,46.41694,0.534883720930233
3149,-123.647,60.35667,0.511627906976744
3452,-90.35,45.3,0.441860465116279
3454,-79.5128,44.19583,0.232558139534884
3468,-93.6907,45.42363,0.465116279069767
3471,-76.3783,57.11667,0.395348837209302
3473,-89.9,46.25,0.441860465116279
3482,-91.1125,48.14256,0.441860465116279
3483,-91.1125,48.14256,0.0697674418604651
3484,-83.2583,30.725,0.465116279069767
3487,-97.3501,44.98419,0.558139534883721
